GroupID,Group Name,Group Type,Contact Name,Active,City
1934,"NEA Fund for Children and Public Education Non-Federal Itemized Account","Political Action Committee","Sue S. Matuska",T,"Washington"
1935,"Grassroots Nevada LLC","Independent Expenditure","James Costello",F,"Las Vegas"
1936,"AT&T Nevada Employee Political Action Committee","Political Action Committee","Omar Saucedo",T,"Reno"
1937,"Canyon General Improvement District","Non-Profit Corporation","",F,"Sparks"
1946,"DNC Services Corp./ Dem. Nat'l Committee","Political Action Committee","Daniel Bravo",F,"Washington"
1950,"Nevada Open for Business Coalition, The","PAC Ballot Advocacy Group","Moises Denis",F,"Las Vegas"
1956,"Restore Justice","Political Action Committee","James Clark",F,"Incline Village"
1957,"Nevada Anesthesia Patient Safety PAC","Political Action Committee","Vu Luu",F,"Las Vegas"
1964,"Moving Lincoln Forward Political Action Committee","Political Action Committee","",F,"Las Vegas"
1965,"Nye Leadership Political Action Committee","Political Action Committee","Paul Larsen",F,"Las Vegas"
1966,"Alliance for Education Political Action Committee","Political Action Committee","Paul Larsen",F,"Las Vegas"
1967,"Nevada State Education Association","Non-Profit Corporation","Ruben Murillo",F,"Las Vegas"
1968,"Arena Initiative Committee","PAC Ballot Advocacy Group","Bruce L Woodbury",F,"Las Vegas"
1969,"Freedom First PAC","Political Action Committee","",F,"St. Paul"
1970,"Edgewood Companies PAC","Political Action Committee","",F,"Minden"
1971,"Residents for a Rural Community Airport","PAC Ballot Advocacy Group","",F,"Minden"
1972,"Tax Pledge Caucus","Political Action Committee","Maria Carole Donald",F,"Las Vegas"
1973,"Concerned Homeowner Association Members PAC","Political Action Committee","Pancy Coffman",F,"Las Vegas"
1974,"Keep Nevada Working","Political Action Committee","Chrissie Hastie",F,"Las Vegas"
1975,"Nevada Jobs Coalition","Political Action Committee","Cameron Phillips",T,"LAS VEGAS"
1976,"Committee for Economic Growth","Political Action Committee","",F,"Las Vegas"
1977,"Committee for a Better Pershing County","Political Action Committee","",F,"Las Vegas"
1978,"Elko Leadership Political Action Committee","Political Action Committee","",F,"Las Vegas"
1979,"Policy Communications PAC","Political Action Committee","David Thomas",F,"Las Vegas"
1980,"Jobs For Nevada","Political Action Committee","Todd Bailey",F,"Reno"
1981,"2010 Alliance for Change","Political Action Committee","Paul Larsen",F,"Las Vegas"
1982,"Clean Energy NV P.A.C.","Political Action Committee","Paul Larsen",F,"Las Vegas"
1983,"Alliance to Strengthen Pershing County","Political Action Committee","Paul Larsen",F,"Las Vegas"
1984,"P.A.C. for Storey County","Political Action Committee","Paul Larsen",F,"Las Vegas"
1985,"Alliance for Douglas County","Political Action Committee","Paul Larsen",F,"Las Vegas"
1986,"Committee for Douglas County","Political Action Committee","Paul Larsen",F,"Las Vegas"
1987,"Nevadans United for Economic Growth","Political Action Committee","Paul Larsen",F,"Las Vegas"
1988,"White Pine County Preservation PAC","Political Action Committee","Paul Larson",F,"Las Vegas"
1989,"Nye County Education Alliance","Political Action Committee","Paul Larson",F,"Las Vegas"
1990,"Alliance for Change","Political Action Committee","Paul Larson",F,"Las Vegas"
1991,"Fallon Alliance for Change","Political Action Committee","Paul Larsen",F,"Las Vegas"
1992,"Fund for the Sagebrush State","Political Action Committee","Jennifer Fleischmann",F,"Las Vegas"
1993,"Alliance for Education in Lander County","Political Action Committee","Paul Larsen",F,"Las Vegas"
1994,"Churchill County Association","Political Action Committee","Paul Larsen",F,"Las Vegas"
1995,"Carson City Committee for Change","Political Action Committee","Paul Larsen",F,"Las Vegas"
1996,"Mineral County 2010 Committee","Political Action Committee","Paul Larsen",F,"Las Vegas"
1997,"Humboldt County Leadership PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
1998,"Lyon County Leadership PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
1999,"2010 Alliance of Eureka County","Political Action Committee","Paul Larsen",F,"Las Vegas"
2000,"Lander Leadership Political Action Committee","Political Action Committee","Paul Larsen",F,"Las Vegas"
2001,"Douglas County Committee for Change","Political Action Committee","Paul Larsen",F,"Las Vegas"
2003,"Clark County Development Committee","Political Action Committee","Paul Larsen",F,"Las Vegas"
2004,"Economic Diversification PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2005,"Alliance for Esmeralda County","Political Action Committee","Paul Larsen",F,"Las Vegas"
2006,"Washoe's Residents for Good Government","Political Action Committee","Paul Larsen",F,"Las Vegas"
2007,"2010 Storey County PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2008,"Nevadans for Strategic Development","Political Action Committee","Paul Larsen",F,"Las Vegas"
2010,"Taxpayers for the Protection of Nevada Jobs","PAC Ballot Advocacy Group","Scott Scherer",F,"Carson City"
2011,"Pay As You Go Citizens Committee","PAC Ballot Advocacy Group","James Cooney",F,"Spring Creek"
2012,"Nevada First","Political Action Committee","Marcus Conklin",F,"Las Vegas"
2013,"Working for Working Americans","Political Action Committee","Mark Baker",T,"Las Vegas"
2014,"UNITE HERE State and Local Fund - Nevada","Political Action Committee","Ted Pappageorge",T,"New York"
2015,"Battle Born Alliance","Political Action Committee","Paul Larson",F,"Las Vegas"
2016,"Committee to Protect Nevada's Future","Political Action Committee","Paul Larsen",F,"Las Vegas"
2017,"Committee to Strengthen Nevada's Economy","Political Action Committee","Paul Larsen",F,"Las Vegas"
2018,"Leadership for Nevada's Children","Political Action Committee","Paul Larsen",F,"Las Vegas"
2019,"Nevada 2010 Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2020,"Nevada Energy Leadership PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2021,"PAC 2010","Political Action Committee","Paul Larsen",F,"Las Vegas"
2022,"Silver State 2010 PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2023,"Washoe County Committee for Change","Political Action Committee","Paul Larsen",F,"Las Vegas"
2024,"White Pine 2010 PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2026,"Citizens for a Safer Sparks","Political Action Committee","Jim Bauserman",F,"Reno"
2028,"The Skinny on Skinner","Political Action Committee","Aaron Heller",F,"Reno"
2030,"Orrick Herrington & Sutcliffe Nevada PAC","Political Action Committee","Megan Jones",F,"Sacramento"
2031,"Reel PAC","Political Action Committee","State Agent and Transfer Stndi",F,"Henderson"
2034,"Coalition to Protect Nevada","Political Action Committee","Melissa Jackowski",F,"Las Vegas"
2035,"Laborers' Political League-Education Fund Nevada Fund","Political Action Committee","Thomas White",T,"Washington"
2036,"Commander's PAC","Political Action Committee","Kirk S Lippold",F,"Carson City"
2038,"Black Rock PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2039,"Coalition for Nevada 2010","Political Action Committee","Paul Larsen",F,"Las Vegas"
2040,"Democratic Alliance of Carson City","Political Action Committee","Jennifer P. Fleischmann",F,"Las Vegas"
2041,"Lake Mead Alliance 2010","Political Action Committee","Paul Larsen",F,"Las Vegas"
2042,"Lake Mead Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2043,"Mount Charleston Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2044,"PAC 1864","Political Action Committee","Paul Larsen",F,"Las Vegas"
2045,"Concerned Citizens for Change","Political Action Committee","Paul Larsen",F,"Las Vegas"
2046,"Sagebrush Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2047,"Fund for Nevada","Political Action Committee","Paul Larsen",F,"Las Vegas"
2048,"Silver State Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2049,"Bighorn Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2050,"Wheeler Peak PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2051,"Mountain Bluebird PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2054,"Battle Born State Progressives Fund","Political Action Committee","Paul Larsen",F,"Las Vegas"
2055,"Carson City 2010 Progressive Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2056,"Churchill County 2010 Liberty Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2057,"Elko County Freedom PAC","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2058,"Elko County Progressives PAC","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2059,"Humboldt County 2010 Liberty Committee","Political Action Committee","Paul Larsen",F,"Las Vegas"
2060,"Humboldt County Freedom PAC","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2061,"Humboldt County Progressives PAC","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2062,"Liberty PAC of Lincoln County","Political Action Committee","Paul Larsen",F,"Las Vegas"
2063,"Liberty PAC of Nye County","Political Action Committee","Paul Larsen",F,"Las Vegas"
2064,"Lyon County 2010 Liberty Fund","Political Action Committee","Paul Larsen",F,"Las Vegas"
2065,"Nevada Votes 2010 Project","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2066,"Pershing County 2010 Liberty Fund","Political Action Committee","Paul Larsen",F,"Las Vegas"
2067,"Progressive PAC of Clark County","Political Action Committee","Paul Larsen",F,"Las Vegas"
2068,"Progressive PAC of Mineral County","Political Action Committee","Paul Larsen",F,"Las Vegas"
2069,"Clark County Democrats PAC","Political Action Committee","Jennifer Fleischmann",F,"Las Vegas"
2070,"Sagebrush State Freedom Fund","Political Action Committee","Paul Larsen",F,"Las Vegas"
2071,"Sagebrush State Liberty Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2072,"Silver State 2010 Progressive Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2073,"Silver State Progressives PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2074,"Storey County 2010 Liberty Fund","Political Action Committee","Paul Larsen",F,"Las Vegas"
2075,"Palm Tree PAC","Political Action Committee","Jennifer Flieschmann",F,"Las Vegas"
2076,"Washoe County Freedom PAC","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2077,"Washoe County Progressives PAC","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2078,"Washoe County Votes 2010","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2079,"White Pine County 2010 Liberty Alliance","Political Action Committee","Paul Larsen",F,"Las Vegas"
2080,"White Pine County Progressives PAC","Political Action Committee","Paul Larsen",F,"Las Vegas"
2081,"White Pine Patriot PAC","Political Action Committee","Jennifer DiMarzio",F,"Las Vegas"
2082,"California-Nevada Conference of Operating Engineers PAC","Political Action Committee","Steve Ingersoll",T,"Sacramento"
2088,"ATU COPE Special Holding","Political Action Committee","William G McLean",F,"Silver Spring"
2089,"Haley's Leadership PAC","Political Action Committee","Kate Szafran",F,"Jackson"
2090,"Nevada Fund for Growth","Political Action Committee","Jennifer Fleischmann",F,"Las Vegas"
2091,"Nevada Growth Fund","Political Action Committee","Jennifer Fleischmann",F,"Las Vegas"
2092,"Sagebrush State Fund for Growth","Political Action Committee","Jennifer Fleischmann",F,"Las Vegas"
2093,"Silver State Fund for Growth","Political Action Committee","Jennifer Fleischmann",F,"Las Vegas"
2094,"Southwest Fund for Growth","Political Action Committee","Jennifer Fleischmann",F,"Las Vegas"
2095,"DASS-NV","Political Action Committee","Megan K Jones",F,"Baltimore"
2097,"NAIOP NNV","Non-Profit Corporation","",F,"Reno"
2098,"MGM Resorts International","Independent Expenditure","",F,"Las Vegas"
2099,"Working America","Political Action Committee","Artie Blanco",T,"Washington"
2100,"Poder PAC-NV","Political Action Committee","Catherine Pino",F,"Falls Church"
2101,"Station Casinos Inc.","Independent Expenditure","Steve Lucas",F,"Las Vegas"
2103,"Kris Stewart","Independent Expenditure","",F,"Paradise Valley"
2104,"Transport Workers Union Political Contributions Committee","Political Action Committee","Klarissa-Ann Principe",T,"Washington"
2106,"LKQ Corporation Employee Good Government Fund","Political Action Committee","Kelly Duncan",F,"Chicago"
2107,"Pediatrix Medical Group, Inc. Political Action Committee (Pediatrix PAC)","Political Action Committee","Jesse Wadhams",T,"Sunrise"
2109,"REPUBLICAN SENATE CAUCUS","Political Action Committee","Bob Beers",F,"Las Vegas"
2110,"New Nevada PAC","Political Action Committee","Chrissie Hastie",F,"Las Vegas"
2111,"Fund for Nevada's Future PAC","Political Action Committee","Kate Szafran",F,"Las Vegas"
2112,"American Property Casualty Insurance Association Political Account","Political Action Committee","Jeanette Belz",T,"Chicago"
2115,"JPMorgan Chase & Co. PAC","Political Action Committee","The Corporation Trust Company of Ne",T,"Washington"
2116,"Sandoval Inaugural Committee PAC","Political Action Committee","Kate Szafran",F,"Las Vegas"
2117,"Nevada Progress","Political Action Committee","Sheila Leslie",F,"Reno"
2124,"peter chase neumann","Independent Expenditure","",F,"reno"
2126,"Smith Valley Fire Protection District","Non-Profit Corporation","",F,"Smith"
2128,"Citizens for Responsible Leadership & Ethics","Political Action Committee","Scott M Gorgon",F,"Las Vegas"
2129,"Concerned Officers Preserving Safety","Political Action Committee","Vili Fetapai",F,"N. Las Vegas"
2131,"Citizens for Constitutional Governance","Political Action Committee","Debrajoe Beatty",F,"Mesquite"
2133,"Nevadans for Accountability in Government","Political Action Committee","Paul Larsen",F,"Las Vegas"
2135,"Business Alliance PAC","Political Action Committee","Nathan Emens",F,"Reno"
2138,"Citizens for a Safer North Las Vegas","Political Action Committee","Scott M. Gorgon",F,"Las Vegas"
2142,"Safe & Sound PAC","Political Action Committee","Jim Ferrence",F,"Boulder City"
2143,"No on 8","Political Action Committee","Jim Ferrence",F,"Boulder City"
2144,"North Las Vegans for Truth in Campaigns","Political Action Committee","Ken Angell",F,"North Las Vegas"
2147,"Emergency Responders of Humboldt County","Political Action Committee","Debra Whitaker",F,"Winnemucca"
2148,"Friends for Jesse","Political Action Committee","James Clark",F,"Sparks"
2149,"Senate Majority PAC","Political Action Committee","Michael Roberson",F,"Henderson"
2150,"Juvenile Justice Probation Officers' Association","Political Action Committee","Kendall Kendrick",F,"Las Vegas"
2151,"VOTE YES for a City of Laughlin Committee","Political Action Committee","Terry Ursini",F,"Laughlin"
2152,"Associations, Inc. PAC/Associa PAC","Political Action Committee","Vincent T. Oliva",T,"Dallas"
2156,"NV Majority PAC","Political Action Committee","Ben Kieckhefer",F,"Reno"
2159,"Majority 2020","Political Action Committee","Cheryl Bruce",F,"Las Vegas"
2161,"Red Rock Resorts, Inc. PAC","Political Action Committee","Marc Falcone",F,"Las Vegas"
2164,"Liberty PAC","Political Action Committee","Don Gustavson",T,"Sparks"
2165,"JOBS FIRST PAC","Political Action Committee","Patricia Farley",F,"Henderson"
2166,"Committee To Recall Shirley Matson 2011","Recall Committee","",F,"Pahrump"
2167,"A Brighter Nevada","Political Action Committee","Jill Hardy",T,"Boulder City"
2168,"A Bolder Nevada","Political Action Committee","Jill Hardy",T,"Boulder City"
2169,"Committee to Recall Steve Ross","Recall Committee","",F,"Las Vegas"
2172,"Nevadans Against Special Interest Taxation","Political Action Committee","Griffin Rowe & Nave LLP",F,"Reno"
2175,"Northern California Carpenters Regional Council Small Contributor Committee","Political Action Committee","Joseph Imbach",F,"Sacramento"
2177,"DuoFreedomist Party","Non-Profit Corporation","",F,"Reno"
2178,"Nevada Conservation League Political Action Committee","Political Action Committee","Andrew Maggi",F,"LAS VEGAS"
2179,"Nye County Classroom Teachers Assoc NCCTA   (INACTIVE)","Political Action Committee","",F,"Pahrump"
2180,"Nevada Senate Democrats","Political Party Committee","Gregory Lademann",T,"Las Vegas"
2182,"Humboldt County School District","Independent Expenditure","",F,"Winnemucca"
2183,"Pershing County Commissioners","Political Party Committee","",F,"Lovelock"
2186,"Skyland GID","Independent Expenditure","",F,"Zephyr Cove"
2188,"Eureka Television District","Independent Expenditure","",F,"Eureka"
2189,"Elko Television District","Independent Expenditure","",F,"Spring Creek"
2191,"Nevada State Health Underwriters Political Action Committee","Political Action Committee","Dwight M Mazzone",F,"Las Vegas"
2194,"Democratic Senate Majority PAC","Political Action Committee","Mark Manendo",F,"Las Vegas"
2197,"PAC for Nevada Association of Public Safety Officers","Political Action Committee","Andrew Regenbaum",T,"Henderson"
2201,"Henderson Police Supervisor Association Political Action Committee","Political Action Committee","William Hart",T,"HENDERSON"
2203,"NEVADANS UNITED FOR FAIR MINING TAXES, INC. (NP)","Non-Profit Corporation","Monte L Miller",F,"Henderson"
2204,"NEVADANS UNITED FOR FAIR MINING TAXES, INC.","PAC Ballot Advocacy Group","Monte L Miller",F,"Henderson"
2205,"NEVADANS FOR A FAIR 9% GAMBLING REVENUE TAX, INC.","PAC Ballot Advocacy Group","Monte L Miller",F,"Henderson"
2206,"NEVADANS FOR A FAIR 9% GAMBLING REVENUE TAX, INC. (NP)","Non-Profit Corporation","Monte L Miller",F,"Henderson"
2207,"Southern Nevada Issues Mobilization Fund","Political Action Committee","Wendy DiVecchio",T,"Las Vegas"
2208,"Laborers' Local 652 Political Action Committee","Political Action Committee","Tom Morely",F,"Santa Ana"
2210,"ServicE And ValuE  (S.A.V.E.)","Political Action Committee","James F Clark",F,"Incline Village"
2212,"silver springs stagecoach hospital district board","Independent Expenditure","",F,"stagecoach"
2213,"Nevadans For Families and Agriculture","Political Action Committee","Doug Busselman",T,"Sparks"
2214,"Comittee to Recall Steve Ross","Recall Committee","",F,"Las Vegas"
2216,"Nevada Priorities Political Action Committee","Political Action Committee","Kyle Davis",F,"Las Vegas"
2218,"Nevada Resort Association","Political Action Committee","Matthew M Griffin",F,"Carson City"
2220,"School Improvement Committee","PAC Ballot Advocacy Group","Scott Taylor",F,"Las Vegas"
2221,"Committee to Nominate Judge Chris Lee","Political Action Committee","Melissa Jackowski",F,"Las Vegas"
2222,"Nevada Latino Legislative Caucus","Political Action Committee","Fabian Donate",T,"Las Vegas"
2223,"NLV Matters PAC","Political Action Committee","Richard Cherchio",F,"N Las Vegas"
2227,"Laughlin's Not Ready P.A.C.","Political Action Committee","Michael P Heckman",F,"Laughlin"
2228,"Citizens for Henderson Libraries","PAC Ballot Advocacy Group","Todd Hauge",F,"Henderson"
2231,"Nevada Economic Development PAC","Political Action Committee","Larry V. Carroll",T,"LAS VEGAS"
2234,"American Insurance Association State Corporate PAC","Political Action Committee","Leigh Ann Pusey",F,"Washington"
2235,"Save Nevada","Political Action Committee","John Long",F,"Reno"
2237,"Motion Picture Association Illinois PAC (MPA Illinois PAC)","Political Action Committee","Joseph Guild",F,"Sherman Oaks"
2238,"Greater Pennsylvania Regional Council of Carpenters PAC fund","Political Action Committee","William R Waterkotte",F,"Pittsburgh"
2239,"San Francisco Laborer's Local 261 PAC","Political Action Committee","D Holbert",F,"San Francisco"
2240,"SSL Political Action Committee","Political Action Committee","Erin Bilbray-Kohn",F,"New York"
2241,"Republicans United","Political Action Committee","The UPS Store #97",F,"Bremerton"
2242,"Chicago & Northwest Illinois Council of Carpenters PAC","Political Action Committee","Charity Stevens",F,"Chicago"
2243,"Fueling Nevada PAC","Political Action Committee","Peter D Krueger",F,"Reno"
2245,"The Education Initiative PAC","PAC Ballot Advocacy Group","Bradley S Schrager, Esq",F,"Las Vegas"
2247,"ATKINSON-HORNE LEADERSHIP PAC","Political Action Committee","William Horne",F,"N Las Vegas"
2248,"Committee to Protect Nevada Jobs","PAC Ballot Advocacy Group","Joshua Hicks",F,"Carson City"
2251,"Carson City Initiative Committee","Independent Expenditure","",F,"CARSON CITY"
2256,"Nevada Homeowner Alliance PAC","Political Action Committee","Rana Goodman",F,"Henderson"
2258,"Sunrise Leadership Fund","Political Action Committee","Moises Denis",F,"Las Vegas"
2259,"Committee for a Proud and Prosperous Capital City","PAC Ballot Advocacy Group","Pam Graber",F,"Carson City"
2260,"Senate Legacy PAC","Political Action Committee","Jodi Stephens",F,"Fallon"
2261,"SLC Construction PAC","Political Action Committee","Mandi Lindsay",F,"Las Vegas"
2263,"Republican Women Southern Nevada","Political Action Committee","Priscilla Campbell",F,"Las Vegas"
2264,"Liberty and Prosperity Now","Political Action Committee","Kurt Brackob",F,"Las Vegas"
2265,"Nevadans for a Brighter Future","Political Action Committee","Kelly M Sullivan",F,"Las Vegas"
2266,"Impacto Fund","Political Action Committee","Juan Ortega",F,"Las Vegas"
2267,"Elko County Republican Party","Political Party Committee","Lee Hoffman",T,"ELKO"
2269,"Washoe County Citizens for Change","PAC Ballot Advocacy Group","Dennis Roy",F,"Reno"
2270,"Workers' Voice","Political Action Committee","Artemisa Blanco",F,"Washington"
2271,"Buckskin Mountain","Political Action Committee","Richard Segerblom",T,"Las Vegas"
2272,"NVHBA PAC","Political Action Committee","Joshua J Hicks",T,"Reno"
2275,"Citizens for an Ethical Judiciary","Political Action Committee","Melissa Eccles",F,"Las Vegas"
2277,"REFORM PAC","Political Action Committee","Patricia Farley",F,"Henderson"
2278,"Victory PAC","Political Action Committee","Patricia Farley",F,"Henderson"
2280,"Mylan Inc. Political Action Committee","Political Action Committee","David O'Mara",F,"Washington"
2281,"Silver State Jobs PAC","Political Action Committee","Ryan Erwin",F,"Las Vegas"
2282,"Nevada's Future PAC","Political Action Committee","Aaron D Ford",T,"Las Vegas"
2283,"Progressive Kick IE","Political Action Committee","Sherri Grotheer",F,"Oakland"
2284,"Republican Women of Northern Nevada PAC","Political Action Committee","Barbara Kirk",T,"Reno"
2287,"Just Another Politician PAC","Political Action Committee","Todd Bailey",F,"Reno"
2289,"Las Vegas PMSA Political Action Committee Fund","Political Action Committee","Dan Coe, Esq.",T,"Las Vegas"
2290,"America Votes Action Fund Nevada","Political Action Committee","LaNeisha Dawson",T,"Washington"
2291,"AFSCME","Independent Expenditure","",F,"Washington"
2293,"Working Families for Assembly 13","Independent Expenditure","",F,"Henderson"
2297,"American Kennel Club Political Action Committee","Political Action Committee","Daniele Ledoux-Starzyk",F,"Raleigh"
2298,"NevadaStrong, Inc.","Political Action Committee","Hutchison & Steffen, LLC",F,"Las Vegas"
2299,"SOLOMON BENEVOLENT FUND","Political Action Committee","Kevin L Chamberlain",F,"Henderson"
2300,"Western Leadership PAC","Political Action Committee","Bradley Schrager",F,"Las Vegas"
2307,"Leadership PAC","Political Action Committee","David McKeon",F,"Las Vegas"
2311,"Wagner Legal Defense","Non-Profit Corporation","",F,"Las Vegas"
2314,"Lower Nevada Taxes PAC","Political Action Committee","Todd Bailey",F,"Reno"
2315,"Fix Education First","Political Action Committee","Brian McAnallen",F,"Las Vegas"
2320,"Veterans in Politics Nevada","Political Action Committee","Jason Brooks",F,"Henderson"
2326,"NEVADANS FOR FAIR MORTGAGE RESOLUTION","Political Action Committee","James Pengilly",F,"Las Vegas"
2327,"DOLLAR BILL BRIGADE / DBB","Political Action Committee","Gilbert Eisner",F,"Las Vegas"
2329,"Courtesy Imports, Inc.","Independent Expenditure","Nikki Kujala",F,"Henderson"
2330,"Atkinson Leadership PAC","Political Action Committee","Kelvin D Atkinson",F,"N Las Vegas"
2339,"Nevadans for a Court of Appeals","PAC Ballot Advocacy Group","Anjali Webster",F,"Reno"
2340,"NVJOBS PAC","PAC Ballot Advocacy Group","Maria Martinez",F,"Reno"
2341,"Hispanic Western Heritage","Political Action Committee","Marco Antonio Ruelas",F,"Las Vegas"
2342,"Coalition to Defeat the Margin Tax Initiative","PAC Ballot Advocacy Group","Matthew Griffin",F,"Carson City"
2344,"Grumpy Cat PAC","Political Action Committee","Ariana Velasquez",F,"Pahrump"
2346,"Growth & Opportunity PAC","Political Action Committee","Omar De La Rosa",F,"Las Vegas"
2347,"Phoenix PAC","Political Action Committee","Crawford Management Group",T,"Las Vegas"
2349,"CONSTITUTION PARTY OF NEVADA","Non-Profit Corporation","Otilia Krapff",F,"Reno"
2350,"The Voice of Nevada","Political Action Committee","Laurel Fee",F,"Las Vegas"
2352,"Pfizer Inc PAC","Political Action Committee","Lance Cusic",F,"New York"
2353,"Concerned Asians for Nevada PAC","Political Action Committee","Li Chen",F,"Las Vegas"
2355,"Nevada Forward","Political Action Committee","Ashley Kennedy",F,"Las Vegas"
2356,"Mineral County PAC for Limited Government","PAC Ballot Advocacy Group","Jean M Inlow",F,"Mina"
2357,"City of Reno Planning Commissioner","Independent Expenditure","",F,"Reno"
2361,"Leadership Opportunity Fund","Political Action Committee","Bradley Schrager",F,"Las Vegas"
2364,"Our Voice Nevada PAC","Political Action Committee","Sharron Angle",F,"Reno"
2366,"Coalition to Regulate Marijuana Like Alcohol","PAC Ballot Advocacy Group","Joseph Brezny",F,"Las Vegas"
2368,"PS PAC","Political Action Committee","Tony Sgro",T,"LAS VEGAS"
2369,"Nevada Firearms Coalition PAC","Political Action Committee","Duncan R Mackie",T,"N Las Vegas"
2370,"One Nevada PAC","Political Action Committee","Greg Brower",F,"Reno"
2371,"Our Vote Nevada PAC","Political Action Committee","Sharron Angle",F,"Reno"
2372,"Edjudicate","Political Action Committee","Terry Coffing",F,"Las Vegas"
2373,"Partnering for Nevada's Future","Political Action Committee","Bradley Schrager",T,"LAS VEGAS"
2376,"America Votes for Nevada Families","PAC Ballot Advocacy Group","Jorge Adame",F,"Washington"
2377,"Veteran's Party of Nevada","Political Party Committee","",F,"Reno"
2379,"Citizens to Elect an Ethical Nye County Sheriff","Political Action Committee","Steven Lee",F,"Pahrump"
2380,"Nevadans for Mining Fairness","PAC Ballot Advocacy Group","Howard Watts III",F,"Las Vegas"
2381,"Nevadans for Corporate Responsibility","PAC Ballot Advocacy Group","Bob Fulkerson",F,"Reno"
2383,"MI FAMILIA VOTA NV PAC","PAC Ballot Advocacy Group","Irving Zavaleta",T,"Phoenix"
2385,"ProgressNow for Nevada Education","Political Action Committee","Annette Marquart",F,"Henderson"
2386,"Nevada Republican Majority","Political Action Committee","David O'Mara",F,"Genoa"
2387,"Alliance for America's Future","Political Action Committee","Scott Sherer",F,"Alexandria"
2389,"Nevadans for Honesty in Government","Political Action Committee","Chad Wilkins",F,"Las Vegas"
2390,"WE PAC","Political Action Committee","Greg Lademann",T,"LAS VEGAS"
2392,"UnitedHealth Group Incorporated PAC  (United for Health)","Political Action Committee","Erin Russell",F,"Minnetonka"
2393,"Equality PAC","Political Action Committee","Kelvin D Atkinson",F,"North Las Vegas"
2395,"Battle Born Nevadan PAC","Political Action Committee","James Settelmeyer",T,"Gardnerville"
2396,"Nevada Values PAC","Political Action Committee","Bradley Schrager",T,"Henderson"
2397,"Nevada Freedom PAC","Political Action Committee","Ryan Erwin",F,"Washington"
2398,"DLGA-Nevada PAC","Political Action Committee","Tiffany Breinig",F,"Centre Hall"
2399,"Independent American Party","Political Party Committee","",F,"Carson City"
2400,"Nevada State Association of Electrical Workers","Political Action Committee","Jeremy Newman",T,"Las Vegas"
2401,"Nevada Wine Coalition","Political Action Committee","Randi Thompson",F,"Reno"
2402,"Brotherhood of Locomotive Engineers and Trainmen PAC Fund","Political Action Committee","Matthew Parker",T,"Independence"
2406,"Silver State Committee for Justice & Fairness","Political Action Committee","Bradley Schrager",F,"Las Vegas"
2407,"Nevadans for Background Checks","PAC Ballot Advocacy Group","Matt Griffin",F,"Carson City"
2408,"Silver Sage PAC","Political Action Committee","Thomas J Taber",F,"Reno"
2409,"Nevadans for State Gun Rights","PAC Ballot Advocacy Group","Duncan R Mackie",F,"Reno"
2411,"Human Rights Campaign PAC","Political Action Committee","Karl Catarata",T,"Washington"
2414,"Realtors Against Question 3  (RAQ3)","PAC Ballot Advocacy Group","Teresa McKee",F,"Reno"
2416,"Air Methods Corporation Political Action Committee  (AMPAC)","Political Action Committee","Micahel A T Pagni",F,"Denver"
2420,"Everytown for Gun Safety Action Fund, Inc. (Nonprofit)","Non-Profit Corporation","John Feinblatt",T,"New York"
2421,"IGT Global Solutions Corporation (IGT) PAC","Political Action Committee","Luke Orchard",T,"Providence"
2423,"O'PAC-NV","Political Action Committee","Maureen Schafer",F,"Washington"
2424,"Senate Republican Majority","Political Action Committee","Jodi Stephens",F,"Reno"
2425,"Nevada Women's Alliance","Political Action Committee","Jodi Stephens",F,"Sparks"
2427,"Citizens for Responsible Local Government  (CRLG)","Political Action Committee","Thelma Matlin",F,"Reno"
